id,household_income,anychildren,broadband,hispanic,race,region
2499,2,0,1,0,white,S
9424,6,1,1,0,white,S
7792,1,1,1,1,white,NE
8643,4,1,1,0,white,MW
8119,7,0,1,0,white,W
6434,4,1,1,1,white,MW
9737,4,1,1,1,white,MW
3546,7,0,1,0,white,S
718,5,1,1,0,white,W
1909,7,1,1,0,white,S
9261,7,1,1,0,white,W
3634,7,1,1,0,black,S
3497,5,0,1,0,white,NE
9045,4,1,1,0,white,S
3556,3,0,1,0,white,S
8376,6,1,1,0,white,S
2221,6,1,1,0,white,S
1109,1,0,1,1,white,S
2079,4,0,1,0,white,S
4301,1,1,0,0,white,MW
7251,1,0,0,1,white,S
3962,4,1,1,1,white,S
503,5,1,1,0,white,W
3123,4,1,1,1,white,W
9306,7,0,1,0,white,W
938,5,1,1,0,white,S
2629,5,1,1,0,white,S
5477,5,1,0,0,white,NE
6325,5,0,1,0,white,MW
8093,5,1,1,0,white,S
5391,5,0,0,0,white,S
6301,7,1,1,0,white,NE
303,7,1,1,0,white,MW
4793,4,1,1,0,black,S
184,5,1,1,0,white,S
5264,3,0,1,0,white,S
1573,6,1,0,0,white,MW
6746,5,0,1,0,white,NE
1889,6,0,1,0,white,NE
736,6,1,1,0,white,S
9792,4,0,1,0,white,S
6036,4,1,1,0,white,W
4059,3,1,1,0,white,NE
9941,7,1,1,0,white,S
5029,3,1,1,0,white,MW
193,7,1,1,0,white,W
2507,5,0,1,0,white,S
9236,5,0,1,0,white,MW
8256,2,0,0,1,white,S
5402,3,0,1,1,white,W
4453,5,1,1,1,white,S
8590,4,0,1,0,white,NE
351,1,1,1,0,white,NE
9875,7,0,1,0,white,MW
2910,2,1,0,0,white,S
3618,5,1,1,0,white,W
1766,5,0,1,1,white,S
480,1,0,1,0,white,S
8878,1,1,1,0,white,S
3127,5,0,1,0,white,NE
9216,5,1,1,0,white,W
9834,2,1,1,0,white,W
2726,7,0,1,0,white,MW
9951,7,0,1,0,white,MW
4741,4,0,1,0,white,MW
458,6,0,1,0,white,NE
4202,2,1,1,0,white,S
324,7,1,1,1,white,S
1462,5,1,1,0,white,MW
8038,6,1,1,0,white,S
9138,4,1,1,0,white,S
8008,7,1,1,0,white,MW
4499,7,0,1,0,white,MW
447,6,0,1,0,white,S
1686,5,1,1,1,white,MW
5393,2,0,1,0,white,MW
5790,1,0,1,0,white,S
6153,5,0,1,0,asian,W
4145,1,0,1,0,white,S
9647,2,1,1,0,white,S
2130,2,0,1,0,white,S
9785,4,0,1,0,black,MW
2412,4,0,1,0,white,W
285,3,1,1,1,white,S
8947,6,0,1,0,white,NE
6256,7,1,0,0,white,W
6266,1,1,1,1,white,S
6190,5,0,1,0,white,W
852,4,1,1,0,white,W
2954,4,1,1,0,white,S
3802,2,1,1,0,white,S
1593,1,0,1,0,white,S
5708,2,0,0,0,white,S
9191,7,1,1,0,white,MW
3876,7,1,1,0,white,S
8121,5,1,0,1,white,W
7582,6,0,1,0,white,W
7138,3,1,1,0,white,MW
8781,5,1,1,1,white,S
8698,4,1,1,0,white,MW
8269,5,0,1,0,white,S
8246,1,0,1,0,white,NE
7288,6,0,1,1,white,S
7571,7,1,1,0,white,S
2706,3,0,1,0,white,MW
4842,2,0,1,0,white,NE
4819,2,0,1,0,white,S
4590,1,1,1,0,white,W
9011,3,0,1,0,white,W
1855,5,0,1,0,white,NE
3388,7,0,1,0,white,NE
6590,6,0,1,0,black,NE
5594,5,0,1,0,white,S
9570,1,1,0,0,white,S
3006,4,0,1,0,white,NE
8666,5,1,1,0,white,W
5207,3,1,1,0,white,MW
4064,5,1,1,0,white,NE
435,5,1,1,0,white,MW
270,3,1,1,0,white,S
3415,5,1,0,1,white,MW
3171,6,0,1,1,white,W
4506,7,0,1,0,white,S
696,1,1,1,0,white,NE
182,7,1,1,0,white,W
4799,4,1,0,1,white,S
7801,5,1,1,0,white,NE
5764,7,1,1,0,white,S
8990,2,1,0,0,white,S
611,7,0,1,0,white,MW
7316,1,1,1,1,white,MW
6913,1,1,1,1,white,W
9826,5,1,1,0,white,MW
3301,5,0,1,0,white,W
9221,7,1,1,1,white,W
3661,1,1,1,0,white,S
321,7,1,1,0,white,S
5447,5,0,1,0,white,S
4082,5,0,1,0,white,S
8018,6,0,0,0,white,W
6221,5,0,0,0,white,MW
436,2,1,1,0,white,W
5188,7,0,1,0,white,S
9760,2,1,0,1,white,S
5569,4,1,1,1,white,W
3491,4,0,0,1,white,S
9444,6,1,1,0,white,S
6626,1,0,1,0,white,MW
6680,7,0,1,0,white,MW
1648,3,0,1,0,white,NE
2846,5,1,1,0,white,NE
2821,2,1,1,1,white,S
6246,5,1,0,1,white,S
5257,3,1,1,0,white,W
6259,5,1,0,0,white,S
9676,7,1,1,1,white,S
4829,5,1,0,0,white,S
2395,6,0,1,0,white,NE
7534,6,0,0,0,white,S
8688,1,0,1,0,white,S
7228,5,0,1,0,white,S
5126,6,1,1,0,white,MW
2894,4,1,1,1,white,MW
6132,4,1,1,0,white,MW
5772,4,1,0,0,white,NE
9631,1,0,0,0,white,S
7690,4,1,1,0,white,MW
9259,5,1,0,0,white,MW
1956,1,0,1,0,white,S
783,6,1,1,1,black,S
7944,1,0,1,0,white,MW
3639,2,0,1,1,other,NE
4723,4,1,1,0,white,S
5612,6,0,1,0,white,NE
7477,2,0,0,0,black,S
7345,3,0,1,1,white,W
7127,3,1,0,1,white,W
1904,7,1,1,0,white,NE
6518,7,0,1,0,black,S
5542,5,1,1,1,white,W
6621,4,1,1,1,white,S
2654,6,1,0,1,black,S
1738,1,0,1,0,white,S
6501,5,1,1,0,white,MW
6945,4,1,1,0,white,S
2886,3,0,1,1,white,S
3165,3,0,1,0,asian,S
9114,6,1,1,0,asian,W
7778,6,0,1,0,white,S
2958,7,1,1,0,white,S
4583,7,0,1,0,white,W
3691,6,1,1,0,white,MW
1899,4,0,1,0,white,S
9425,1,1,0,0,white,NE
8014,5,1,1,1,white,S
4811,4,0,1,0,white,MW
2508,7,1,1,0,white,MW
6607,5,0,1,0,white,NE
8139,3,1,1,0,white,MW
7394,5,1,0,0,white,S
3887,5,0,1,1,white,S
2944,3,0,1,0,white,S
7935,1,1,1,1,white,W
3243,6,1,1,0,white,S
9474,4,0,0,0,white,S
5840,2,0,0,1,white,W
2978,5,0,0,0,white,W
8596,7,0,1,1,white,S
5008,3,1,1,0,black,NE
8832,7,1,0,0,asian,NE
6387,7,0,1,0,white,MW
6874,1,0,1,0,white,S
9820,6,1,0,0,other,W
7996,3,0,1,1,other,MW
4467,7,1,0,0,white,MW
6879,5,1,1,0,black,MW
2558,2,1,1,0,black,MW
8372,4,1,1,0,white,NE
8216,6,1,1,0,white,MW
3571,4,1,1,0,white,W
4036,5,0,1,1,white,S
7562,4,0,1,0,asian,W
3048,3,0,1,0,white,S
7712,3,1,1,0,white,NE
3968,7,0,1,0,white,S
5050,6,0,1,0,asian,NE
5150,7,1,1,0,white,S
833,3,1,0,1,black,S
3008,2,1,1,0,black,S
534,7,1,1,0,white,S
9816,4,0,1,0,white,NE
5962,7,1,1,0,white,MW
5092,3,0,0,0,white,W
9406,7,1,1,0,white,S
9442,2,0,1,1,other,MW
5890,5,1,0,0,black,MW
8072,5,1,0,0,white,NE
7611,5,1,0,0,white,S
9359,4,0,1,0,white,S
2369,6,1,1,0,white,NE
3776,4,1,1,0,white,S
7818,6,1,1,0,white,W
9374,7,0,1,0,white,S
6623,3,0,1,0,white,W
9275,4,0,1,0,other,S
9285,5,0,1,0,white,MW
2070,3,1,1,0,white,S
8788,2,1,1,0,white,NE
5456,5,1,1,0,white,MW
1005,6,0,1,0,white,NE
6210,4,1,1,0,white,S
6445,4,0,1,1,white,MW
3403,7,1,1,0,black,MW
5702,5,1,1,0,other,W
9599,6,1,1,0,white,MW
8465,4,1,1,0,white,NE
8846,3,1,0,0,white,S
5095,7,0,0,1,white,S
1933,6,1,1,0,asian,W
6972,2,0,1,1,white,W
7837,5,1,1,1,white,MW
5889,3,0,1,0,white,MW
4273,7,0,1,0,white,MW
3024,7,1,1,0,white,S
7635,2,0,1,0,white,NE
7380,4,0,1,0,white,MW
7643,5,1,1,0,white,MW
7893,5,0,1,1,white,NE
4073,1,0,1,0,white,W
9214,5,0,1,1,white,W
1011,4,0,1,0,white,NE
6542,4,1,1,0,white,S
8474,5,1,1,0,white,MW
2014,5,1,1,0,white,S
3827,1,0,1,0,black,NE
6975,5,1,1,0,white,NE
8455,6,1,1,0,white,NE
3822,6,0,1,0,white,S
7382,3,1,1,0,white,S
5754,6,0,1,1,white,NE
8127,6,0,1,0,white,S
2626,7,0,1,0,white,MW
4224,3,1,1,1,white,W
8274,5,1,1,1,white,W
301,5,0,0,1,white,W
4265,6,1,1,1,white,NE
7999,5,1,1,0,white,S
5411,1,0,1,0,white,W
6330,1,1,1,0,white,W
8903,4,1,1,0,white,S
2480,4,1,1,1,white,MW
1867,3,0,1,0,white,NE
3321,7,1,1,0,white,S
6379,1,0,1,0,white,W
678,4,1,1,0,white,S
5090,3,0,1,0,white,MW
1448,1,0,1,0,white,S
4634,4,1,1,0,white,MW
899,7,0,1,0,white,MW
3562,6,1,1,0,white,NE
288,4,1,1,0,white,S
9264,4,1,1,0,black,S
6808,6,1,1,0,white,MW
4157,4,1,1,0,white,S
6321,7,0,1,0,white,MW
9258,6,0,1,0,white,NE
6163,7,1,1,0,white,S
3298,7,0,1,0,white,S
9294,7,1,1,0,white,S
9591,5,0,1,0,white,S
2142,5,0,1,0,white,MW
7029,4,1,1,0,white,NE
8479,5,1,1,0,white,S
1046,6,1,1,0,white,MW
2431,7,1,1,0,white,NE
8835,7,1,1,0,white,S
1031,5,1,1,0,white,S
6138,6,1,1,0,white,S
1999,7,0,1,0,white,NE
4307,3,1,1,0,white,S
1053,1,1,1,0,black,S
7475,3,0,1,0,white,NE
501,6,1,1,0,white,W
6233,5,0,1,0,white,S
9023,3,1,1,1,white,W
502,3,1,1,0,white,MW
6055,5,1,1,0,white,MW
6726,5,0,1,0,white,S
3909,6,1,1,0,white,NE
4068,6,1,1,0,white,S
8327,7,1,1,0,white,S
3630,1,1,1,0,white,W
6807,4,1,1,1,white,S
4006,5,1,1,0,white,S
3436,6,0,1,1,black,NE
7125,6,1,1,0,white,MW
9526,4,1,1,0,white,NE
3268,7,0,1,0,white,NE
55,5,1,1,0,white,W
4637,3,1,1,0,white,S
6932,2,0,1,1,white,S
905,7,0,1,0,white,NE
1575,3,0,1,0,white,S
7829,4,0,1,0,white,W
3032,5,1,1,0,white,NE
7160,5,1,0,1,white,S
8744,4,1,1,0,white,S
1406,7,1,1,0,white,S
1755,6,1,1,0,white,S
7275,4,1,1,0,white,MW
9984,6,1,1,0,white,S
2820,1,1,1,0,white,S
4239,4,0,1,1,white,MW
7221,5,1,0,0,white,MW
3065,6,1,1,0,white,MW
9790,4,0,1,0,white,NE
7441,5,1,1,0,white,MW
7875,7,1,1,0,black,MW
2603,5,1,1,0,white,MW
5067,4,0,0,1,white,NE
6046,4,1,1,0,white,W
1825,4,1,1,0,white,MW
5605,2,0,1,1,white,S
5460,3,1,1,0,white,NE
1333,4,0,1,0,white,NE
5496,3,0,1,1,white,S
2154,5,1,1,1,white,MW
528,2,1,0,0,black,S
4962,1,1,0,0,white,W
3488,2,1,1,1,other,W
5868,4,1,1,0,white,NE
8046,6,1,1,0,white,W
406,6,1,1,0,white,S
9558,7,1,1,0,white,MW
6007,3,1,1,0,white,MW
9750,4,1,1,0,white,W
5958,4,0,0,1,white,MW
1259,7,0,1,0,white,S
9456,7,1,1,0,white,MW
688,3,1,1,1,white,S
8098,5,1,1,0,white,MW
3162,3,1,1,0,white,S
2587,5,1,1,0,white,S
4356,5,1,1,0,white,S
556,7,0,1,1,other,W
1408,5,1,0,0,white,S
1773,6,1,1,0,white,S
2546,4,1,1,0,white,NE
210,4,1,1,1,white,S
6172,7,1,1,0,white,NE
1389,6,0,1,0,white,MW
1470,5,0,1,0,white,NE
4034,6,0,1,0,white,NE
1283,1,1,1,0,black,S
4148,1,0,1,0,white,S
7831,5,1,0,0,white,S
328,3,1,1,0,white,NE
5500,1,0,1,0,white,W
6752,3,1,1,0,white,W
5618,4,0,1,1,white,MW
7280,5,1,1,0,white,W
5914,6,1,0,0,white,NE
7191,5,0,1,0,white,MW
1354,5,1,1,1,white,W
1449,3,0,0,0,white,S
9637,5,1,1,0,white,MW
5713,7,0,1,0,white,W
928,1,0,1,0,white,S
8618,4,1,1,0,white,S
4554,6,1,1,0,white,NE
8958,5,0,1,0,white,NE
3754,6,1,1,0,white,NE
6563,7,1,1,0,white,S
9217,4,0,1,0,white,S
5218,6,1,1,0,white,MW
1970,7,0,1,0,white,S
6729,5,0,1,0,white,S
2164,6,1,1,0,white,NE
8708,1,1,1,0,white,S
4436,5,1,1,0,black,S
7740,1,1,1,0,black,MW
5909,4,1,1,0,white,S
2116,6,1,1,0,white,MW
6047,5,1,1,0,white,S
9505,4,0,1,0,white,MW
5656,1,0,1,0,white,S
7457,7,1,1,0,white,S
4033,7,0,1,0,white,S
2573,7,0,1,0,white,S
7951,5,1,1,0,white,NE
6852,3,0,1,0,white,S
6111,5,0,1,0,white,MW
9338,7,1,1,0,white,MW
9449,4,1,1,0,white,S
4058,4,1,1,0,white,S
6922,5,1,1,1,white,W
8924,1,1,1,1,white,NE
8381,5,1,1,1,white,W
4480,1,1,1,1,white,W
7518,3,1,1,0,white,S
2996,4,1,1,0,white,MW
7958,6,0,1,0,white,S
6369,7,1,1,0,white,W
5560,6,1,1,1,white,S
3061,4,1,1,0,white,S
8620,5,1,1,1,white,MW
6284,5,0,1,0,white,W
6150,6,1,1,0,white,W
6911,5,1,1,0,white,S
144,5,1,1,0,white,S
6261,6,1,1,0,white,W
6180,6,0,1,0,white,W
3632,6,0,1,0,white,S
9537,7,1,1,0,white,W
9696,7,0,1,0,white,W
194,5,0,1,0,white,W
5318,5,1,1,0,white,S
1024,3,0,1,1,white,W
124,4,1,1,1,white,W
1972,1,1,1,0,white,MW
8209,5,1,1,0,white,S
9763,6,0,1,0,white,S
8075,7,1,1,1,white,W
3303,5,1,1,0,white,MW
7118,6,0,1,0,white,MW
4630,4,0,1,0,white,W
2836,4,0,1,0,white,NE
5230,4,1,1,1,white,W
7760,5,1,1,0,white,S
5820,1,1,1,0,white,MW
1983,7,0,1,0,white,NE
4359,2,0,1,0,white,MW
6104,7,0,1,1,white,S
5480,7,0,1,0,white,NE
628,7,1,1,0,black,S
6147,7,1,1,1,white,NE
4640,1,0,1,1,white,S
4189,4,1,1,0,white,S
8986,4,1,1,0,white,S
2694,3,0,1,1,white,W
1254,7,1,1,0,white,S
9661,6,0,1,0,white,NE
4787,3,1,1,0,white,MW
153,5,0,1,0,white,S
7512,1,0,1,0,white,NE
2488,5,0,1,0,white,W
6123,2,0,1,0,white,S
7112,6,0,1,0,white,S
9734,7,1,1,1,white,W
120,5,1,1,0,white,NE
2122,4,1,1,0,white,S
5475,7,0,1,1,white,W
7105,6,1,1,0,white,W
8556,1,0,1,0,white,NE
5455,5,1,1,1,white,W
6914,3,1,1,1,white,S
5785,6,1,1,0,white,S
5490,5,1,1,1,white,W
7357,4,1,1,0,white,S
8974,7,1,1,0,white,NE
6996,5,0,1,0,white,MW
8441,3,0,1,1,white,W
8928,4,0,1,0,white,S
5636,4,1,1,0,white,MW
213,7,1,1,0,white,MW
8562,3,1,1,0,white,MW
7790,5,1,1,0,white,W
3324,7,1,1,0,white,NE
1482,4,1,1,0,white,W
3241,4,0,1,0,white,S
9879,3,0,1,1,white,S
4593,5,1,1,0,white,W
7281,2,0,1,0,white,S
4490,5,0,1,0,white,W
9302,7,1,1,1,white,W
2772,2,0,1,0,white,S
4333,6,0,1,0,white,S
5324,7,0,1,0,white,S
477,2,0,1,1,white,W
6539,3,0,1,0,white,MW
9887,6,1,1,0,white,W
2622,3,1,1,1,white,S
3806,1,1,1,0,white,S
2747,7,1,1,0,white,S
6540,4,1,1,1,white,S
7633,6,1,1,0,white,NE
9412,2,1,1,0,white,S
375,6,1,1,0,white,S
7262,6,1,1,0,white,MW
858,7,1,1,0,white,NE
5635,4,1,1,0,white,MW
9071,3,0,1,0,white,W
2594,6,1,1,0,white,S
379,7,0,1,0,white,NE
163,3,1,1,0,white,W
6737,1,1,1,0,white,NE
4949,7,1,1,0,white,NE
9566,5,0,1,0,white,W
8092,4,0,1,0,white,S
8641,5,0,1,0,white,MW
2387,4,0,0,0,white,W
988,5,0,1,0,white,S
5651,4,0,1,0,white,W
8978,5,0,1,0,black,NE
280,6,0,1,0,white,NE
3615,5,1,1,0,white,W
9257,5,1,1,1,white,S
665,4,1,0,0,white,S
5429,6,1,1,0,white,S
8224,3,1,0,0,white,S
7699,1,1,1,0,white,S
2847,5,0,1,0,white,MW
6769,2,1,1,0,white,NE
9748,6,1,1,0,white,S
3168,5,1,1,1,white,W
4124,1,0,0,1,white,W
826,7,0,1,0,white,NE
1506,6,1,1,0,black,NE
5171,6,1,1,0,white,S
5676,2,1,1,0,white,S
3771,6,1,1,0,white,NE
4906,7,1,1,0,white,MW
8837,5,1,1,0,white,S
101,3,1,1,0,white,S
6443,3,1,1,0,white,W
9658,4,0,1,1,white,W
5392,5,1,1,0,white,NE
3843,6,1,1,0,white,NE
1399,7,1,1,0,white,MW
9743,3,0,0,0,white,S
1934,4,1,1,0,white,S
8964,5,1,1,0,white,MW
6012,7,1,1,0,white,MW
1560,1,1,1,0,white,W
8602,5,1,1,0,white,MW
7237,7,1,1,0,white,W
6856,2,0,1,0,white,MW
7089,6,0,1,0,white,S
4360,3,1,1,0,white,S
1009,7,1,1,0,white,MW
3857,2,1,1,0,white,MW
3389,7,1,1,0,white,S
1987,7,0,1,0,white,MW
9015,7,1,1,0,white,MW
7975,3,1,1,0,white,NE
35,5,1,1,0,white,S
1863,2,1,1,0,white,S
1425,7,0,1,0,white,S
7187,3,1,1,0,white,S
1985,1,0,1,0,white,NE
6276,4,0,1,0,white,NE
9205,5,1,1,0,white,W
9535,7,0,1,0,white,S
2258,7,0,1,0,white,NE
7448,4,1,0,0,black,S
4101,2,0,0,0,other,NE
4000,4,1,1,0,white,S
7538,3,1,1,0,white,S
8966,4,0,1,0,white,MW
1476,1,0,1,0,white,S
3212,7,1,1,1,white,MW
8235,7,0,1,0,white,MW
3073,4,1,0,0,white,NE
5327,5,1,1,0,white,NE
273,1,1,0,0,white,W
1841,5,0,0,0,white,MW
1048,6,0,0,1,white,NE
5384,1,1,1,0,white,S
7172,6,1,0,0,white,MW
5936,7,1,1,0,white,S
943,5,0,1,0,white,S
50,7,0,1,0,white,MW
243,4,0,0,0,white,S
8538,5,0,1,0,white,NE
7274,1,1,1,1,white,S
9974,5,0,1,0,white,NE
9127,6,1,1,0,white,S
3254,4,1,0,0,white,S
9254,6,0,1,0,white,MW
146,4,0,0,0,black,S
5854,5,0,0,0,white,W
8112,2,1,1,1,white,MW
8005,5,1,1,1,white,S
2419,4,0,1,0,white,W
2355,5,1,1,0,white,MW
504,5,0,1,0,white,S
1729,3,1,0,1,white,W
6709,2,0,1,0,white,S
8893,1,1,1,0,white,MW
7159,1,0,1,0,white,S
300,4,0,0,0,white,W
4327,4,0,1,0,white,S
2425,7,1,1,0,white,MW
1243,3,1,1,0,white,S
7909,6,0,1,0,white,S
748,4,0,1,0,white,MW
8322,4,0,1,0,white,W
238,1,0,1,0,white,S
919,5,1,1,0,white,W
7764,1,0,1,0,white,S
5361,1,0,1,1,white,W
4103,4,0,1,0,white,S
2976,5,0,1,1,white,W
276,4,0,1,0,white,S
7283,2,0,0,0,white,MW
3557,5,0,1,0,white,NE
2888,6,1,1,1,white,W
1277,3,0,1,0,white,W
9845,6,1,1,0,white,NE
6051,6,1,1,1,white,W
9370,7,0,1,1,white,S
2440,3,1,1,0,white,S
1412,7,0,1,0,white,W
4128,5,1,0,0,white,S
6243,6,1,1,0,white,NE
2719,1,0,1,1,white,S
23,2,1,1,1,white,S
2210,4,1,0,0,white,W
9794,5,1,1,0,white,MW
724,5,1,1,0,white,MW
1791,7,1,1,0,white,NE
4845,3,1,1,1,white,S
8804,6,1,1,0,white,S
5689,5,1,1,0,white,S
8501,5,0,1,1,white,S
6895,6,1,1,0,white,S
1974,2,1,1,1,white,W
3407,2,1,1,0,white,MW
5071,4,1,1,1,white,W
2713,4,1,1,1,white,S
1304,3,1,1,1,black,S
1906,7,1,1,0,white,W
4220,7,1,1,1,white,MW
7906,1,1,1,0,white,S
5942,5,1,1,0,white,W
7602,1,0,1,0,black,NE
6199,2,0,1,1,white,S
3402,5,0,1,1,white,NE
1467,1,1,1,0,white,W
2170,7,1,1,0,white,MW
6350,3,1,1,1,white,NE
4304,4,1,1,0,white,S
4594,4,1,1,0,white,W
5020,5,0,1,1,white,NE
3809,1,0,1,0,white,NE
9200,4,0,1,0,white,S
499,5,1,1,0,white,MW
1539,7,0,1,1,white,MW
5614,4,0,1,0,white,NE
9465,7,1,1,0,white,MW
72,5,1,1,0,white,S
2804,7,0,1,0,white,MW
4617,7,1,1,1,white,NE
7966,5,0,0,1,white,NE
85,6,1,1,1,white,S
8490,2,1,1,0,white,S
7814,6,1,1,0,white,S
26,5,0,0,1,white,NE
2188,1,0,1,0,white,NE
4258,6,0,1,0,black,MW
7421,5,0,0,1,white,W
2071,5,1,1,0,white,S
6157,3,1,1,0,white,S
3219,5,1,1,0,white,MW
6383,4,0,0,1,white,S
8739,6,0,1,0,white,S
7213,3,0,0,1,white,S
3872,4,0,1,0,white,NE
4135,5,1,1,0,white,NE
2080,4,0,1,0,white,S
4272,1,1,0,0,white,S
4776,4,1,1,0,white,NE
6076,5,1,0,0,white,MW
9964,7,1,1,0,white,MW
5077,7,1,1,0,white,NE
8817,6,0,1,0,white,S
7979,6,1,1,0,white,S
6482,1,0,1,0,white,NE
9969,4,0,0,0,white,S
5027,5,0,1,0,white,W
4166,7,1,1,0,white,S
9852,4,0,1,1,white,S
989,5,1,1,1,white,MW
7248,4,1,1,1,asian,W
7525,2,0,1,0,asian,MW
7931,7,1,1,1,white,MW
4835,6,0,1,1,white,NE
4185,4,0,1,1,white,NE
907,4,1,1,1,black,W
6053,6,1,1,0,white,NE
5849,3,1,1,0,white,MW
43,7,1,1,0,white,MW
828,7,1,1,0,white,W
7225,4,0,1,1,white,S
7,5,1,1,0,white,S
2212,5,0,1,0,black,MW
3280,2,1,1,1,white,W
3723,3,1,1,0,white,MW
6597,3,1,1,1,white,NE
246,1,1,1,0,black,S
3803,4,1,1,0,white,MW
7726,3,1,1,0,white,MW
7423,1,1,1,0,white,NE
6887,4,1,1,0,white,MW
2598,1,1,0,1,white,S
3489,3,0,1,0,white,S
6133,3,1,1,0,white,NE
3799,1,1,1,1,white,W
9581,3,1,1,0,white,W
5973,1,1,1,0,white,W
4017,6,0,1,0,white,S
3290,6,1,1,0,white,S
5941,7,1,1,0,black,MW
4325,2,1,1,1,white,W
4382,5,0,1,0,white,S
562,1,1,1,1,white,NE
1618,1,1,1,0,white,MW
7402,4,0,1,0,black,S
2955,7,1,1,0,white,MW
3083,6,0,1,1,white,S
5613,7,1,1,1,white,S
1709,2,0,1,1,white,W
5385,3,1,0,0,white,MW
2680,5,1,1,0,white,MW
6944,4,0,1,1,white,NE
2173,4,1,1,0,white,MW
9441,6,0,1,0,white,NE
9642,4,0,1,0,white,S
6522,7,1,1,0,white,MW
8289,4,0,1,0,white,NE
1181,2,0,0,1,black,NE
7666,4,1,1,1,white,S
2697,4,1,1,0,white,MW
8753,5,1,0,1,white,S
9128,5,1,1,0,white,S
107,1,1,1,1,white,MW
8225,4,1,1,0,white,S
185,3,0,1,1,white,S
2709,5,1,1,1,white,MW
793,7,1,1,1,white,NE
4085,5,1,1,0,white,S
4796,6,1,1,0,white,S
5299,6,0,1,0,white,W
6906,6,1,1,0,white,S
5984,7,0,1,1,white,S
8874,1,1,1,1,white,S
6785,3,1,1,0,white,S
439,7,0,1,0,white,NE
7374,6,1,1,0,white,W
6837,4,0,0,1,white,S
7474,4,1,1,1,white,S
1190,4,1,1,1,white,S
2035,2,0,1,1,white,W
911,7,1,1,0,white,NE
4319,3,0,1,1,white,S
4783,3,1,1,1,white,MW
4306,7,1,1,0,white,S
1357,6,1,1,0,white,W
7504,4,0,1,0,white,S
1012,7,1,1,1,white,W
7230,6,1,1,0,white,W
9027,5,1,1,1,white,NE
468,2,1,1,0,white,MW
7749,6,0,1,0,white,MW
5032,3,0,1,0,white,W
9411,6,1,1,1,white,NE
4078,5,1,1,0,white,W
178,4,0,0,1,white,S
5769,7,1,1,1,white,S
4483,6,0,1,0,white,NE
3475,4,1,1,0,white,S
5130,1,1,1,1,white,MW
840,5,1,0,0,white,S
969,5,1,1,0,white,W
5963,7,0,1,0,other,W
3894,3,0,1,0,white,NE
6949,5,0,1,1,white,S
1595,6,0,1,0,white,S
8369,2,0,1,1,black,S
2098,3,1,1,1,white,W
2316,2,1,0,0,white,MW
4840,4,1,1,0,white,W
5023,7,1,1,0,white,MW
3775,5,1,1,0,white,S
6489,5,1,1,0,white,S
8488,6,0,1,0,white,S
7755,4,0,1,0,white,S
9582,3,1,0,0,white,NE
3960,7,0,1,0,white,W
7795,6,1,0,1,white,NE
3234,3,1,1,0,white,W
446,5,1,1,0,white,MW
3399,4,1,1,1,white,W
129,4,1,1,0,white,NE
7957,4,0,1,0,white,S
3338,5,0,1,1,black,MW
7968,4,1,1,0,white,MW
1785,7,1,1,0,white,S
2579,2,1,1,0,white,S
618,5,1,1,0,white,W
7158,5,1,1,0,black,S
7147,5,1,1,0,white,NE
2916,5,0,1,0,white,MW
5763,5,1,0,0,white,MW
2102,5,1,1,0,white,S
671,7,0,1,1,white,MW
3871,5,0,1,0,white,MW
3089,3,1,0,0,white,S
6140,1,0,1,0,white,NE
9815,6,1,1,0,white,MW
1671,5,1,1,1,white,S
6426,6,1,0,0,white,S
7162,6,1,1,0,white,S
2381,4,1,0,0,white,MW
2616,7,1,1,1,white,NE
4501,5,0,1,0,white,MW
1498,6,1,1,1,white,NE
9242,4,1,1,0,white,MW
5262,4,1,0,0,white,S
715,5,1,1,0,white,S
7843,1,0,0,0,white,S
6585,4,0,1,0,white,S
2721,3,1,1,0,white,MW
3125,3,1,1,0,white,S
4342,4,1,1,0,white,W
3650,2,0,1,1,black,W
53,4,1,1,1,white,MW
4485,3,1,1,0,white,NE
6682,3,1,0,1,white,S
8025,7,0,1,0,white,MW
6753,3,0,1,0,white,MW
8955,5,1,1,1,white,S
224,4,1,1,0,white,NE
5619,3,1,1,1,white,NE
6470,4,1,1,0,white,S
5606,5,1,0,1,white,S
6004,6,0,1,0,white,S
708,5,1,0,0,white,NE
7055,7,0,1,0,white,S
1273,2,1,1,0,white,S
412,6,0,0,0,white,S
8029,6,1,1,1,asian,NE
7443,4,0,0,0,white,S
2185,5,0,1,1,white,W
9561,1,0,1,0,white,NE
3030,1,1,1,1,white,S
566,7,1,1,0,white,S
859,6,0,1,0,white,S
9758,7,1,1,0,white,MW
6098,6,1,0,1,white,S
2767,1,0,1,0,white,W
5621,6,1,0,0,white,S
336,4,1,0,0,white,MW
1798,5,1,1,0,white,S
9856,5,1,1,0,white,S
4932,5,0,1,0,white,NE
7569,7,1,1,0,white,NE
7372,7,0,1,0,white,S
4240,4,1,1,0,white,S
9013,4,1,1,0,white,S
4830,3,0,0,0,white,MW
3780,4,0,1,0,white,S
3195,6,1,1,1,white,W
3045,4,1,1,0,white,S
3325,5,0,1,0,white,W
9719,4,0,1,1,white,W
1279,5,1,1,0,white,MW
5424,5,0,1,1,white,W
698,7,1,1,0,white,W
2099,4,0,1,1,white,MW
2457,6,0,1,0,white,MW
5211,7,0,1,0,white,MW
9681,1,0,0,1,white,W
