"minutevol","tropicprice","minuteprice","dmnckprice","tropicad","minutead","dmnckad"
717824.000004574,0.05875,0.04674479165,0.0315234375,0,1,1
882688.00004049,0.05556972025,0.04674479165,0.0315234375,1,0,0
1477631.99997629,0.0554956447,0.04059895835,0.0381640625,0,1,0
513024.000016691,0.051328125,0.04678401455,0.0283984375,1,0,1
543743.999995377,0.056015625,0.04841145835,0.0311328125,0,0,0
1731584.00003117,0.056015625,0.03893229165,0.0311328125,0,1,1
634880.000016565,0.056015625,0.04674479165,0.0283984375,0,0,0
1850367.99941804,0.0571875,0.04059895835,0.0260546875,0,1,0
1007616.00000120,0.051953125,0.037890625,0.0307421875,0,1,1
1000447.99997271,0.04986979165,0.045703125,0.0377734375,0,0,1
1527808.00000335,0.05299479165,0.03997395835,0.0326953125,0,1,1
780288.000026416,0.047265625,0.03997395835,0.0264453125,0,0,1
961536.000025313,0.039453125,0.036640625,0.0326953125,0,0,1
930815.999974847,0.04518229165,0.036640625,0.0287890625,0,0,1
843776.000003758,0.05299479165,0.036640625,0.0287890625,0,0,0
529407.999991333,0.04674479165,0.0403125,0.0244921875,0,0,1
1035264.00003632,0.04674479165,0.04,0.0307421875,0,1,1
1917952.00039622,0.04518229165,0.036328125,0.0307421875,1,1,0
712704.000006872,0.04518229165,0.04,0.0252734375,0,0,1
696320.000009528,0.03815104165,0.03950520835,0.0283984375,0,0,0
592896.000002254,0.05299479165,0.03950520835,0.0307421875,0,0,0
771071.999979096,0.05299479165,0.03950520835,0.0307421875,0,0,0
1643519.99999413,0.05299479165,0.036328125,0.0323046875,0,1,1
644096.000015553,0.05299479165,0.0403125,0.0252734375,0,0,1
806912.000013723,0.05122395835,0.04,0.0307421875,0,1,0
3277824.00114808,0.05122395835,0.033984375,0.0307421875,0,1,0
1484799.99997941,0.03794270835,0.033984375,0.0291796875,1,0,1
743424.000014024,0.05122395835,0.0403125,0.0291796875,0,1,0
806911.999993497,0.04028645835,0.035859375,0.0268359375,1,0,0
735232.000003938,0.048828125,0.03544270835,0.0221484375,1,0,1
827391.999999312,0.04028645835,0.03544270835,0.0315234375,1,0,1
1411072.00004530,0.04028645835,0.03544270835,0.0287890625,0,0,1
5006335.99970478,0.05122395835,0.02997395835,0.0315234375,0,1,0
637952.00000879,0.04263020835,0.0371875,0.0315234375,1,0,0
533503.999990751,0.047265625,0.0371875,0.0268359375,0,0,1
696320.00000535,0.047265625,0.0371875,0.0268359375,0,0,0
548864.000010697,0.04028645835,0.0371875,0.0307421875,0,0,0
1214463.99997114,0.04028645835,0.032734375,0.0254296875,0,1,1
1226751.99999687,0.05122395835,0.03635416665,0.0244921875,0,1,0
2103295.99992081,0.04986979165,0.03190104165,0.0291796875,1,1,0
1090560.00003492,0.03893229165,0.03190104165,0.0291796875,0,1,0
612352.000001261,0.04028645835,0.03635416665,0.0268359375,0,0,1
551936.000017467,0.03528645835,0.0371875,0.0241015625,1,0,1
524287.999997883,0.04622395835,0.0371875,0.0264453125,1,0,0
481280.000011063,0.04184895835,0.0371875,0.0221484375,0,0,1
561151.999993243,0.04184895835,0.0371875,0.0221484375,0,0,0
1049600.00000728,0.05122395835,0.0371875,0.0260546875,0,0,1
4318207.99993002,0.05122395835,0.029609375,0.0260546875,0,1,0
658431.999998494,0.04934895835,0.0371875,0.0237109375,1,0,1
625664.000012803,0.03841145835,0.0371875,0.0237109375,1,0,0
1224703.99999932,0.05122395835,0.035078125,0.0237109375,0,1,0
832511.999965817,0.0459540557,0.03470471825,0.0265234375,1,0,1
838656.000022423,0.05028572405,0.0335995885,0.0268359375,0,0,0
1316864.00003248,0.0479655491,0.03216145835,0.0267578125,0,1,0
1001471.99997696,0.04770833335,0.0339125543,0.0260546875,0,0,1
7448576.00157353,0.04738751975,0.03190104165,0.0253515625,0,1,0
773120.000014643,0.046875,0.0362145326,0.0264453125,1,0,1
2351103.99985545,0.04713794605,0.03033854165,0.02640625,0,0,0
710655.99999361,0.04786458335,0.03592884145,0.0276171875,0,1,1
875520.000016701,0.04809895835,0.0351909987,0.028203125,0,0,0
1105919.99997802,0.04028645835,0.035078125,0.0276171875,1,0,1
789504.00000448,0.0452089455,0.035078125,0.026953125,0,0,1
859136.000019166,0.044140625,0.0345528336,0.0278515625,0,0,0
638976.000006986,0.04525037385,0.0364406101,0.026328125,0,0,1
861184.00001681,0.04588054685,0.03574822285,0.0243359375,0,1,1
1678336.00005594,0.04341145835,0.034765625,0.0248828125,0,1,1
1276928.00001667,0.04307573955,0.034765625,0.025546875,0,0,0
808960.000006833,0.04263020835,0.0359067787,0.0291796875,0,0,0
1092607.99998838,0.0437233386,0.038671875,0.0294140625,0,0,0
735232.000001484,0.044140625,0.0387053895,0.0275390625,1,1,0
722943.999996781,0.044140625,0.0392075846,0.025078125,1,0,0
914432.000017668,0.04491012225,0.03648701145,0.0249609375,0,1,1
800768.000018502,0.04028645835,0.034765625,0.0236328125,1,0,0
6572032.00027923,0.04809895835,0.03484241445,0.0280078125,1,1,0
843775.999998598,0.04028645835,0.037755019,0.0282421875,1,0,0
698367.999993588,0.03872395835,0.04152084935,0.0262109375,0,0,1
1283071.99999819,0.03872395835,0.0388954499,0.0244140625,0,1,0
790528.000012806,0.042280999,0.0393494744,0.02546875,0,1,1
500736.00001356,0.0475249203,0.0424991703,0.0278515625,0,0,0
1371135.99995335,0.04353033455,0.03924479165,0.0295703125,1,1,0
532480.00000244,0.04346498085,0.04107346195,0.0225390625,1,0,1
636927.999996377,0.04639235835,0.04447916665,0.0255078125,0,0,1
1973248.00004106,0.04515248,0.03330729165,0.0264453125,0,1,0
495616.000015527,0.03604166665,0.04447916665,0.0301953125,1,0,0
610304.000015083,0.04809895835,0.04447916665,0.0301171875,0,0,0
542720.000003606,0.04809895835,0.04447916665,0.0303515625,0,0,1
1597439.99998666,0.04809895835,0.03330729165,0.0278515625,0,1,1
415744.000010796,0.04809895835,0.04454098835,0.0282421875,0,0,0
596991.999999458,0.04419270835,0.04471354165,0.028671875,1,0,0
675840.000009395,0.04231085125,0.04421759545,0.0307421875,0,0,1
612352.000020658,0.04028645835,0.043359375,0.030703125,1,1,0
501759.999997489,0.04674479165,0.0421940536,0.0303515625,1,0,0
920576.00003292,0.044805888,0.03924479165,0.0283984375,0,1,0
534527.999984044,0.04809895835,0.04184574325,0.0259765625,0,1,0
548863.999989495,0.04809895835,0.04388020835,0.0294921875,0,1,0
1836031.99975064,0.044140625,0.04158854165,0.0280078125,1,1,0
615424.000009434,0.04766813985,0.04449860905,0.02625,0,0,1
458752.00001389,0.04627604165,0.04408854165,0.0287890625,1,1,1
2617343.99980653,0.04809895835,0.03893229165,0.0301171875,0,1,0
1670143.99998004,0.0458014434,0.03859955525,0.0249609375,1,1,0
1092607.99996537,0.04400333725,0.0347574332,0.023984375,0,0,0
829439.999981519,0.04247395835,0.03394641595,0.02859375,1,0,0
1806336.00027248,0.04380040735,0.0336526332,0.028203125,0,1,0
627711.999993298,0.0457191062,0.03971262175,0.02765625,0,0,0
650240.000014088,0.04473958335,0.036869713,0.025390625,1,1,0
2258943.99919006,0.0425,0.0360825398,0.02734375,0,0,0
344063.999993827,0.05875,0.04841145835,0.0311328125,0,0,1
2152447.99910277,0.05875,0.03997395835,0.0381640625,0,1,0
563199.999989119,0.05875,0.04841145835,0.0369921875,0,0,1
479231.999983597,0.05875,0.04841145835,0.0369921875,0,0,0
2357247.99907007,0.05875,0.04528645835,0.0381640625,0,1,0
525311.999990359,0.05875,0.04841145835,0.0350390625,0,0,0
2124799.99918279,0.05875,0.03841145835,0.0350390625,0,1,0
404480.000009096,0.05875,0.04841145835,0.03484375,1,0,0
555008.000013378,0.05875,0.04841145835,0.03328125,0,0,1
409599.999987321,0.055859375,0.04841145835,0.0334765625,0,0,0
1367039.99995702,0.055859375,0.04216145835,0.0334765625,0,1,0
375808.000004963,0.055859375,0.04841145835,0.0315234375,0,0,1
676863.999981063,0.05875,0.04674479165,0.0315234375,0,1,1
818175.999988867,0.0556321313,0.04674479165,0.0315234375,1,0,0
1674239.99979693,0.0554903599,0.04059895835,0.0381640625,0,1,0
510975.999998228,0.051328125,0.0464908067,0.0283984375,1,0,1
416768.000012975,0.056015625,0.04841145835,0.0311328125,0,0,0
1540095.99999267,0.056015625,0.03893229165,0.0311328125,0,1,1
473088.00000672,0.056015625,0.04674479165,0.0283984375,0,0,0
1913856.00034241,0.0571875,0.04059895835,0.0260546875,0,1,0
750591.999976324,0.051953125,0.037890625,0.0307421875,0,1,1
995328.000036733,0.04986979165,0.045703125,0.0377734375,0,0,1
1553407.99998785,0.05299479165,0.03997395835,0.0326953125,0,1,1
887808.00000425,0.047265625,0.03997395835,0.0264453125,0,0,1
1201152.00000891,0.039453125,0.036640625,0.0326953125,0,0,1
859136.00003481,0.04518229165,0.036640625,0.0287890625,0,0,1
965632.000002407,0.05299479165,0.036640625,0.0287890625,0,0,0
611328.000011875,0.04674479165,0.0403125,0.0244921875,0,0,1
794624.000006095,0.04674479165,0.04,0.0307421875,0,1,1
2009087.99928836,0.04518229165,0.036328125,0.0307421875,1,1,0
595968.00002223,0.04518229165,0.04,0.0252734375,0,0,1
679936.00000929,0.03815104165,0.03950520835,0.0283984375,0,0,0
565247.999993404,0.05299479165,0.03950520835,0.0307421875,0,0,0
760832.000018282,0.05299479165,0.03950520835,0.0307421875,0,0,0
1645568.00005000,0.05299479165,0.036328125,0.0323046875,0,1,1
746496.000016884,0.05299479165,0.0403125,0.0252734375,0,0,1
1042432.00002457,0.05122395835,0.04,0.0307421875,0,1,0
3631103.99945411,0.05122395835,0.033984375,0.0307421875,0,1,0
1522687.99998574,0.03794270835,0.033984375,0.0291796875,1,0,1
649216.000020029,0.05122395835,0.0403125,0.0291796875,0,1,0
699392.000026257,0.04028645835,0.035859375,0.0268359375,1,0,0
786431.999977625,0.048828125,0.03544270835,0.0221484375,1,0,1
693247.999991245,0.04028645835,0.03544270835,0.0315234375,1,0,1
1148927.99998332,0.04028645835,0.03544270835,0.0287890625,0,0,1
3794943.99940247,0.05122395835,0.02997395835,0.0315234375,0,1,0
608256.000013591,0.04263020835,0.0371875,0.0315234375,1,0,0
488448.000006915,0.047265625,0.0371875,0.0268359375,0,0,1
586752.000001736,0.047265625,0.0371875,0.0268359375,0,0,0
384000.000003391,0.04028645835,0.0371875,0.0307421875,0,0,0
901119.999983762,0.04028645835,0.032734375,0.0254296875,0,1,1
1144831.99999009,0.05122395835,0.03635416665,0.0244921875,0,1,0
2086911.99992565,0.04986979165,0.03190104165,0.0291796875,1,1,0
804864.000013334,0.03893229165,0.03190104165,0.0291796875,0,1,0
780287.999996192,0.04028645835,0.03635416665,0.0268359375,0,0,1
547840.000008362,0.03528645835,0.0371875,0.0241015625,1,0,1
513023.999992906,0.04622395835,0.0371875,0.0264453125,1,0,0
556032.000015139,0.04184895835,0.0371875,0.0221484375,0,0,1
582655.999990225,0.04184895835,0.0371875,0.0221484375,0,0,0
960511.999998892,0.05122395835,0.0371875,0.0260546875,0,0,1
3634175.99861208,0.05122395835,0.029609375,0.0260546875,0,1,0
546816.000006363,0.04934895835,0.0371875,0.0237109375,1,0,1
588800.000025688,0.03841145835,0.0371875,0.0237109375,1,0,0
1351680.00002317,0.05122395835,0.035078125,0.0237109375,0,1,0
707583.999983501,0.04419270835,0.035078125,0.0240234375,1,0,1
902144.000031313,0.05122395835,0.034296875,0.0240234375,0,0,0
1143807.99997829,0.04809895835,0.03216145835,0.0240234375,0,1,0
756736.000001644,0.04770833335,0.033515625,0.0240234375,0,0,1
8409087.9967267,0.04770833335,0.03190104165,0.0240234375,0,1,0
709631.999999597,0.046875,0.03635416665,0.0240234375,1,0,1
1830911.99980301,0.046875,0.03033854165,0.0240234375,0,0,0
630784.00000155,0.04770833335,0.03635416665,0.0240234375,0,1,1
1016832.00000352,0.04809895835,0.03635416665,0.0240234375,0,0,0
1002496.00002810,0.04028645835,0.035078125,0.0240234375,1,0,1
830463.99999003,0.04809895835,0.035078125,0.0240234375,0,0,1
756736.000001644,0.044140625,0.03424479165,0.0240234375,0,0,0
795647.999978217,0.044140625,0.03635416665,0.0240234375,0,0,1
943104.00002343,0.04809895835,0.036875,0.0240234375,0,1,1
1556480.00001321,0.04341145835,0.034765625,0.0240234375,0,1,1
1266688.00004429,0.04341145835,0.034765625,0.0240234375,0,0,0
889855.999978111,0.04263020835,0.034765625,0.0240234375,0,0,0
1315840.00000049,0.04263020835,0.038671875,0.0240234375,0,0,0
1016832.00000019,0.044140625,0.038671875,0.0240234375,1,1,0
626688.000000341,0.044140625,0.038984375,0.0240234375,1,0,0
804863.999996139,0.044140625,0.04,0.0240234375,0,1,1
646144.000000821,0.04028645835,0.034765625,0.0240234375,1,0,0
4393984.00189004,0.04809895835,0.034765625,0.0240234375,1,1,0
759807.999999441,0.04028645835,0.035078125,0.0240234375,1,0,0
563199.999996773,0.03872395835,0.04447916665,0.0240234375,0,0,1
1363968.0000065,0.03872395835,0.03924479165,0.0240234375,0,1,0
718848.000014443,0.03872395835,0.03841145835,0.0240234375,0,1,1
563199.99999327,0.04809895835,0.04364583335,0.0240234375,0,0,0
1190911.99998628,0.04427083335,0.03924479165,0.0240234375,1,1,0
702464.000014675,0.04239583335,0.03924479165,0.0240234375,1,0,1
533504.000001715,0.04622395835,0.04447916665,0.0217578125,0,0,1
2066432.00003677,0.04809895835,0.03330729165,0.0217578125,0,1,0
537600.000012232,0.03604166665,0.04447916665,0.0264453125,1,0,0
610303.99998209,0.04809895835,0.04447916665,0.0264453125,0,0,0
622592.000014715,0.04809895835,0.04447916665,0.0272265625,0,0,1
1682432.00007096,0.04809895835,0.03330729165,0.0248828125,0,1,1
637952.00001207,0.04809895835,0.04447916665,0.0248828125,0,0,0
427007.999986881,0.04419270835,0.04471354165,0.0248828125,1,0,0
612352.00000907,0.04419270835,0.04471354165,0.0272265625,0,0,1
571392.000013359,0.04028645835,0.043359375,0.0272265625,1,1,0
451583.999999869,0.04674479165,0.043359375,0.0272265625,1,0,0
1448960.00001599,0.04440104165,0.0394952626,0.0272265625,0,1,0
494592.000006385,0.04809895835,0.04080729165,0.0217578125,0,1,0
1277952.00003260,0.04809895835,0.04388020835,0.0272265625,0,1,0
1667071.99994230,0.044140625,0.04158854165,0.0248828125,1,1,0
460799.99998618,0.04809895835,0.04471354165,0.0233203125,0,0,1
530432.000006,0.04627604165,0.04408854165,0.0264453125,1,1,1
2388992.00020532,0.04809895835,0.03893229165,0.0272265625,0,1,0
1508351.99999155,0.04653645835,0.03893229165,0.0287890625,1,1,0
1031167.99998625,0.04638020835,0.03690104165,0.023828125,0,0,0
1010688.00001399,0.04247395835,0.03330729165,0.029296875,1,0,0
1727487.99994475,0.04247395835,0.03565104165,0.028203125,0,1,0
651264.000018892,0.04638020835,0.04111979165,0.028203125,0,0,0
858111.999990024,0.04473958335,0.03763020835,0.025390625,1,1,0
2691072.00059764,0.0425,0.03528645835,0.028203125,0,0,0
337919.999991163,0.04981770835,0.04364583335,0.0299609375,0,0,1
344064.000005254,0.04981770835,0.04364583335,0.0354296875,0,0,0
440319.99999325,0.04981770835,0.04364583335,0.0354296875,0,1,0
374784.000009315,0.04981770835,0.04364583335,0.0354296875,0,0,0
968704.000013847,0.04981770835,0.04184895835,0.0338671875,0,1,1
285696.000001814,0.04981770835,0.04364583335,0.0338671875,0,0,0
336895.999993704,0.04981770835,0.04364583335,0.033671875,1,0,0
365567.999999575,0.04981770835,0.04364583335,0.032109375,0,0,1
333824.000012021,0.04981770835,0.04364583335,0.0323046875,0,0,0
10430464.0010992,0.04981770835,0.03481770835,0.0323046875,0,1,0
324608.000002281,0.04981770835,0.04364583335,0.0315234375,0,0,1
411647.99999804,0.04981770835,0.04364583335,0.0252734375,0,1,1
520191.999987941,0.04986979165,0.04364583335,0.0315234375,1,0,0
2230272.00013994,0.05143229165,0.03872395835,0.0354296875,0,1,0
316415.999997938,0.048828125,0.0425147064,0.0264453125,1,0,1
403456.000000659,0.05143229165,0.04364583335,0.0299609375,0,0,0
1839103.99946509,0.05143229165,0.03872395835,0.0299609375,0,1,1
445440.000013303,0.0507962405,0.040625,0.0252734375,0,0,0
2697216.00034755,0.05117297185,0.035703125,0.0229296875,0,1,0
928768.00001762,0.0497494968,0.035703125,0.0276171875,0,1,1
668671.999992548,0.0487592034,0.040625,0.0330859375,0,0,1
1112063.99998846,0.04263020835,0.035703125,0.0291796875,0,1,1
711680.000012988,0.042109375,0.035703125,0.0260546875,0,0,1
945152.000029045,0.039453125,0.03252604165,0.0276171875,0,0,1
673792.000016298,0.03997395835,0.03252604165,0.0256640625,0,0,1
855040.000036048,0.04263020835,0.03252604165,0.0256640625,0,0,0
611327.999999646,0.04153645835,0.03244791665,0.0213671875,0,0,1
492544.000013981,0.04153645835,0.03244791665,0.0276171875,0,1,1
2166783.99953434,0.04002604165,0.03244791665,0.0276171875,1,1,0
859136.000031223,0.04002604165,0.03244791665,0.0252734375,0,0,1
1064960.00001756,0.03815104165,0.03174479165,0.0252734375,0,0,0
596991.999999112,0.04263020835,0.03174479165,0.0276171875,0,0,0
690176.00001689,0.04263020835,0.03174479165,0.0276171875,0,0,0
902144.000031313,0.04263020835,0.03244791665,0.0276171875,0,1,1
480255.999983456,0.04263020835,0.03244791665,0.0205859375,0,0,1
1656832.00001756,0.04122395835,0.03244791665,0.0276171875,0,1,0
4319232.00038807,0.04122395835,0.03018229165,0.0276171875,0,1,0
1446912.00001401,0.03052083335,0.03018229165,0.0260546875,1,0,1
627712.000002284,0.04122395835,0.03244791665,0.0260546875,0,1,0
680960.000021485,0.03544270835,0.03002604165,0.0244921875,1,0,0
564224.0000034,0.04122395835,0.03002604165,0.0198046875,1,0,1
736256.000030164,0.03544270835,0.03002604165,0.0260546875,1,0,1
1539072.00003697,0.03544270835,0.03002604165,0.0256640625,0,0,1
6736896.00058838,0.04122395835,0.02643229165,0.0260546875,0,1,0
680960.000010754,0.03778645835,0.03002604165,0.0260546875,1,0,0
693248.000006313,0.04122395835,0.03002604165,0.0244921875,0,0,1
479232.000003135,0.04122395835,0.03002604165,0.0244921875,0,0,0
680960.000021485,0.03544270835,0.03002604165,0.0244921875,0,0,0
1302527.9999971,0.03544270835,0.02635416665,0.0213671875,0,1,1
1088512.00001940,0.04122395835,0.03002604165,0.0221484375,0,1,0
3061760.0009922,0.04122395835,0.02877604165,0.0244921875,1,1,0
1370111.99997716,0.03544270835,0.02877604165,0.0244921875,0,1,0
675840.000007954,0.03544270835,0.03002604165,0.0244921875,0,0,1
742399.999973181,0.03528645835,0.03002604165,0.0241015625,1,0,1
763904.000033125,0.04106770835,0.03002604165,0.0241015625,1,0,0
679935.999992399,0.03700520835,0.03002604165,0.0198046875,0,0,1
712703.99997774,0.03700520835,0.03002604165,0.0198046875,0,0,0
5612544.0002289,0.04122395835,0.02565104165,0.0237109375,0,1,0
788479.999983732,0.04122395835,0.03002604165,0.0229296875,1,0,1
719872.000006986,0.03544270835,0.03002604165,0.0229296875,1,0,0
978944.000003589,0.04122395835,0.03002604165,0.0229296875,0,1,0
799743.999992322,0.0397628274,0.03002604165,0.0244921875,1,0,1
809984.000006292,0.04122395835,0.0298359294,0.0244921875,0,0,0
833536.000023881,0.04122395835,0.02955729165,0.0241796875,0,1,0
765952.0000021,0.04122395835,0.02967221325,0.0237109375,0,0,1
11257856.0018205,0.04122395835,0.02877604165,0.023671875,0,1,0
830464.000024254,0.04122395835,0.03002604165,0.0241015625,1,0,1
2706431.99979660,0.04122395835,0.02721354165,0.02421875,0,0,0
807935.999974512,0.04122395835,0.03002604165,0.0244921875,0,1,1
805888.000018326,0.04122395835,0.03002604165,0.0244921875,0,0,0
1110015.99996022,0.03544270835,0.03002604165,0.0244921875,1,0,1
719872.00000666,0.0401775693,0.03002604165,0.0237890625,0,0,1
762880.000003798,0.04122395835,0.03002604165,0.0244921875,0,0,0
914431.999972225,0.04122395835,0.03002604165,0.024296875,0,0,1
1009664.00003032,0.03984277495,0.03002604165,0.0241015625,0,1,1
1655808.00005974,0.03856770835,0.03002604165,0.0241015625,0,1,1
996351.999989139,0.03822110195,0.029943263,0.02421875,0,0,0
772095.999997566,0.03778645835,0.03066857895,0.0244921875,0,0,0
1167359.99994757,0.0381443521,0.03471354165,0.0244921875,0,0,0
1064959.99999991,0.04013020835,0.03474532215,0.0234765625,1,1,0
827391.999978423,0.04013020835,0.03460751625,0.0221484375,1,0,0
804863.999996139,0.04013020835,0.03221575425,0.0224609375,0,1,1
882687.999978293,0.03544270835,0.03111979165,0.0198828125,1,0,0
6157311.99921391,0.04013020835,0.03111979165,0.0244921875,1,1,0
753663.999989938,0.03544270835,0.032466759,0.0237890625,1,0,0
550912.000005255,0.03388020835,0.03608314495,0.0229296875,0,0,1
1314816.00003770,0.03388020835,0.034765625,0.0233984375,0,1,0
724991.999989898,0.03476926415,0.035276169,0.0244921875,0,1,1
649216.000020029,0.03993968055,0.0355130397,0.0244921875,0,0,0
966656.0000204,0.03942708335,0.034765625,0.0244921875,1,1,0
956416.000024374,0.03953807725,0.0349674953,0.0219921875,1,0,1
704512.000003227,0.04013020835,0.036796875,0.0221484375,0,0,1
2548736.00030001,0.0371909215,0.0275,0.0228515625,0,1,0
530432.000002454,0.03005208335,0.036796875,0.0244921875,1,0,0
601088.000015624,0.04013020835,0.036796875,0.02484375,0,0,0
663552.000013878,0.04013020835,0.036796875,0.0260546875,0,0,1
3240960.00044705,0.04013020835,0.0275,0.0260546875,0,1,1
578560.000016487,0.04013020835,0.03687991585,0.0260546875,0,0,0
549887.99999923,0.03934895835,0.037109375,0.0260546875,1,0,0
598016.000007908,0.03688709155,0.037109375,0.0260546875,0,0,1
498688.000022026,0.03544270835,0.037109375,0.02578125,1,1,0
601088.000015624,0.03558497945,0.0367352385,0.0252734375,1,0,0
1031168.00004394,0.03544270835,0.03479567185,0.0248046875,0,1,0
656384.00001222,0.0354097515,0.03654810075,0.0228515625,0,1,0
535552.000009142,0.0343566608,0.037109375,0.0252734375,0,1,0
1372160.00003828,0.03017179485,0.0365943078,0.0252734375,1,1,0
790527.999993334,0.0396730909,0.0337148064,0.0235546875,0,0,1
774143.999983139,0.03830729165,0.0312026876,0.0237109375,1,1,1
2753535.99897004,0.04013020835,0.034765625,0.0245703125,0,1,0
2398207.99920827,0.04028645835,0.03438423855,0.022109375,1,1,0
856064.000020757,0.04023668435,0.0316381564,0.021953125,0,0,0
846848.000036884,0.039765625,0.03096051615,0.02484375,1,0,0
1225728.00002266,0.0398911729,0.03294270835,0.024765625,0,1,0
616448.000024086,0.040625,0.03528645835,0.02421875,0,0,0
624640.00002422,0.04158345285,0.03443348345,0.0234375,1,1,0
2406399.99989633,0.04177059545,0.03372395835,0.02453125,0,0,0
667648.000004309,0.0604576029,0.05127604165,0.0319140625,0,0,1
3052543.99907887,0.0604599871,0.03997395835,0.0405078125,0,1,0
820223.999986503,0.0604637455,0.05127604165,0.0385546875,0,0,1
606207.999995245,0.06046546765,0.05127604165,0.0385546875,0,0,0
2214911.99928788,0.06044315735,0.04674479165,0.0405078125,0,1,0
590848.000003574,0.060390625,0.048671875,0.0405078125,0,1,0
964607.999985685,0.060390625,0.048671875,0.0405078125,0,0,0
527359.999996961,0.060390625,0.05127604165,0.0358203125,0,0,0
2846719.99990051,0.060390625,0.03841145835,0.0358203125,0,1,0
1016832.00000464,0.060390625,0.05127604165,0.0354296875,1,0,0
758784.000005601,0.060390625,0.05127604165,0.0338671875,0,0,1
735232.000001484,0.055859375,0.05127604165,0.0342578125,0,0,0
1990656.00063257,0.055859375,0.04361979165,0.0342578125,0,1,0
472063.999991727,0.055859375,0.05127604165,0.0315234375,0,0,1
887807.99999492,0.060390625,0.04815104165,0.0315234375,0,1,1
987136.000022432,0.055859375,0.04815104165,0.0315234375,1,0,0
2052096.00046231,0.055859375,0.04205729165,0.0405078125,0,1,0
773120.000035377,0.05171875,0.0489122674,0.0291796875,1,0,1
641023.99999402,0.05796875,0.05127604165,0.0319140625,0,0,0
2206719.99922347,0.05796875,0.03893229165,0.0319140625,0,1,1
704511.999978161,0.05796875,0.04815104165,0.0291796875,0,0,0
2672640.00097927,0.060390625,0.04205729165,0.0268359375,0,1,0
874496.000032924,0.053515625,0.037890625,0.0315234375,0,1,1
1200127.99998736,0.05143229165,0.047109375,0.0385546875,0,0,1
2004991.99947113,0.05611979165,0.041488679,0.0366015625,0,1,1
1303551.99998406,0.048828125,0.04140020805,0.0264453125,0,0,1
1252352.00000326,0.039453125,0.037890625,0.0366015625,0,0,1
967679.999989485,0.04674479165,0.037890625,0.0326953125,0,0,1
1165312.00000643,0.05611979165,0.037890625,0.0326953125,0,0,0
894976.000007461,0.04830729165,0.042578125,0.0252734375,0,0,1
954367.999989002,0.04830729165,0.041015625,0.0346484375,0,1,1
2242560.00039672,0.04674479165,0.036328125,0.0346484375,1,1,0
1505280.00001178,0.04674479165,0.041015625,0.0252734375,0,0,1
879615.999991405,0.03815104165,0.041015625,0.0291796875,0,0,0
896000.000015327,0.05611979165,0.041015625,0.0346484375,0,0,0
1267711.99998852,0.05611979165,0.041015625,0.0346484375,0,0,0
1918975.99995887,0.05611979165,0.036328125,0.0330859375,0,1,1
830463.99999003,0.05611979165,0.042578125,0.0260546875,0,0,1
1211391.99998478,0.05403645835,0.041015625,0.0346484375,0,1,0
4105216.00049297,0.05403645835,0.033984375,0.0346484375,0,1,0
1379328.00003356,0.03919270835,0.033984375,0.0299609375,1,0,1
781312.000034541,0.05403645835,0.042578125,0.0299609375,0,1,0
1007615.99998251,0.04153645835,0.036953125,0.0276171875,1,0,0
1053696.00001427,0.050390625,0.036171875,0.0229296875,1,0,1
1013760.00004890,0.04153645835,0.036171875,0.0362109375,1,0,1
1844224.00061016,0.04153645835,0.036171875,0.0326953125,0,0,1
4801535.9978611,0.05403645835,0.030703125,0.0362109375,0,1,0
835583.999998242,0.04388020835,0.039296875,0.0362109375,1,0,0
924672.00000402,0.048828125,0.039296875,0.0276171875,0,0,1
846848.000036884,0.048828125,0.039296875,0.0276171875,0,0,0
741375.999997602,0.04153645835,0.039296875,0.0362109375,0,0,0
1511424.00002959,0.04153645835,0.034609375,0.0268359375,0,1,1
1445887.99996202,0.05403645835,0.03736979165,0.0252734375,0,1,0
2661376.00025068,0.05143229165,0.03190104165,0.0307421875,1,1,0
1346560.00001988,0.03893229165,0.03190104165,0.0307421875,0,1,0
780287.999986112,0.04153645835,0.03736979165,0.0276171875,0,0,1
717824.000025392,0.04778645835,0.039296875,0.0272265625,1,0,0
805887.999997434,0.04309895835,0.039296875,0.0229296875,0,0,1
599039.999996722,0.04309895835,0.039296875,0.0229296875,0,0,0
1507328.00004805,0.05403645835,0.039296875,0.0268359375,0,0,1
3794943.99879419,0.05403645835,0.030703125,0.0268359375,0,1,0
864255.999981055,0.05091145835,0.039296875,0.0237109375,1,0,1
823295.999987278,0.03841145835,0.039296875,0.0237109375,1,0,0
1925119.99973577,0.05403645835,0.036171875,0.0237109375,0,1,0
831488.000019674,0.04544270835,0.036171875,0.0240234375,1,0,1
1307647.99994064,0.05403645835,0.035390625,0.0240234375,0,0,0
1097728.00004189,0.04997395835,0.034609375,0.0240234375,0,0,1
7259136.00154097,0.04997395835,0.03190104165,0.0240234375,0,1,0
971775.999957304,0.047890625,0.03736979165,0.0240234375,1,0,1
2397183.99906391,0.047890625,0.03033854165,0.0240234375,0,0,0
889856.000001731,0.04997395835,0.03736979165,0.0240234375,0,1,1
1073152.00002758,0.05091145835,0.03736979165,0.0240234375,0,0,0
1417215.99998762,0.04153645835,0.036171875,0.0240234375,1,0,1
1181696.00000342,0.05091145835,0.036171875,0.0240234375,0,0,1
1070079.99998844,0.045703125,0.03424479165,0.0240234375,0,0,0
